---,X,Y,Z
4.40031,1.000000,0.979319,0.838213
4.416977,1.000000,0.985288,0.840992
4.433644,1.000000,0.990367,0.843738
4.450311,1.000000,0.994467,0.846452
4.466979,1.000000,0.997498,0.849133
4.483646,1.000000,0.999372,0.851782
4.500314,1.000000,1.000000,0.854400
4.516982,1.000000,0.999324,0.856986
4.533648,1.000000,0.997405,0.859540
4.550317,1.000000,0.994331,0.862063
4.566985,1.000000,0.990193,0.864555
4.583653,1.000000,0.985078,0.867016
4.600321,1.000000,0.979077,0.869446
4.616988,1.000000,0.972277,0.871845
4.633656,1.000000,0.964767,0.874215
4.650323,1.000000,0.956637,0.876554
4.66699,1.000000,0.947976,0.878862
4.683657,1.000000,0.938871,0.881142
4.700325,1.000000,0.929413,0.883391
4.716992,1.000000,0.919690,0.885611
4.73366,1.000000,0.909790,0.887802
4.750328,1.000000,0.899803,0.889964
4.766994,1.000000,0.889819,0.892098
4.783662,1.000000,0.879925,0.894202
4.80033,1.000000,0.870210,0.896278
4.816998,1.000000,0.860764,0.898326
4.833665,1.000000,0.851675,0.900345
4.850332,1.000000,0.843033,0.902337
4.866999,1.000000,0.834926,0.904301
4.883666,1.000000,0.827443,0.906238
4.900333,1.000000,0.820672,0.908147
4.917,1.000000,0.814704,0.910029
4.933667,1.000000,0.809626,0.911884
4.950335,1.000000,0.805528,0.913713
4.967002,1.000000,0.802498,0.915515
4.983669,1.000000,0.800626,0.917290
5.000337,1.000000,0.800000,0.919040
5.017004,1.000000,0.800678,0.920763
5.033672,1.000000,0.802599,0.922461
5.05034,1.000000,0.805674,0.924133
5.067007,1.000000,0.809813,0.925780
5.083674,1.000000,0.814929,0.927401
5.100342,1.000000,0.820932,0.928997
5.11701,1.000000,0.827733,0.930569
5.133677,1.000000,0.835243,0.932116
5.150344,1.000000,0.843374,0.933638
5.167012,1.000000,0.852036,0.935137
5.183679,1.000000,0.861141,0.936611
5.200346,1.000000,0.870600,0.938061
5.217014,1.000000,0.880323,0.939488
5.233682,1.000000,0.890223,0.940891
5.250349,1.000000,0.900209,0.942271
5.267016,1.000000,0.910194,0.943627
5.283683,1.000000,0.920088,0.944961
5.30035,1.000000,0.929802,0.946272
5.317018,1.000000,0.939248,0.947561
5.333686,1.000000,0.948336,0.948827
5.350353,1.000000,0.956978,0.950071
5.367021,1.000000,0.965084,0.951293
5.383688,1.000000,0.972567,0.952493
5.400357,1.000000,0.979337,0.953672
5.417025,1.000000,0.985304,0.954830
5.433692,1.000000,0.990381,0.955966
5.45036,1.000000,0.994478,0.957081
5.467027,1.000000,0.997505,0.958175
5.483695,1.000000,0.999376,0.959249
5.500362,1.000000,1.000000,0.960302
5.517031,1.000000,0.999320,0.961335
5.533698,1.000000,0.997397,0.962348
5.550366,1.000000,0.994321,0.963341
5.567035,1.000000,0.990179,0.964314
5.583702,1.000000,0.985062,0.965268
5.600369,1.000000,0.979058,0.966203
5.617037,1.000000,0.972256,0.967118
5.633705,1.000000,0.964744,0.968015
5.650372,1.000000,0.956612,0.968893
5.667039,1.000000,0.947950,0.969752
5.683719,1.000000,0.938837,0.970593
5.700387,1.000000,0.929377,0.971416
5.717054,1.000000,0.919653,0.972221
5.733722,1.000000,0.909753,0.973008
5.75039,1.000000,0.899766,0.973778
5.767057,1.000000,0.889782,0.974530
5.783724,1.000000,0.879888,0.975265
5.800391,1.000000,0.870175,0.975983
5.817058,1.000000,0.860730,0.976684
5.833725,1.000000,0.851643,0.977368
5.850392,1.000000,0.843002,0.978036
5.867061,1.000000,0.834897,0.978688
5.883728,1.000000,0.827416,0.979324
5.900395,1.000000,0.820648,0.979944
5.917063,1.000000,0.814683,0.980548
5.933732,1.000000,0.809608,0.981137
5.950399,1.000000,0.805514,0.981711
5.967066,1.000000,0.802489,0.982269
5.983733,1.000000,0.800621,0.982812
6.0004,1.000000,0.800000,0.983341
6.017067,1.000000,0.800683,0.983856
6.033734,1.000000,0.802608,0.984355
6.050402,1.000000,0.805687,0.984841
